#  L TT            EE            BB            TE            PP            PT            PE           
2626 6.3084922e+01 2.4594410e+00 3.0177907e-02 -4.3790797e+00 1.4026690e-09 2.7618850e-07 -1.3420358e-08
2627 6.3020236e+01 2.4493089e+00 3.0150654e-02 -4.3758498e+00 1.4018030e-09 2.7589710e-07 -1.3279745e-08
2628 6.2955464e+01 2.4391461e+00 3.0123445e-02 -4.3722115e+00 1.4009383e-09 2.7559847e-07 -1.3138283e-08
2629 6.2890708e+01 2.4289501e+00 3.0096280e-02 -4.3681641e+00 1.4000744e-09 2.7529254e-07 -1.2995986e-08
2630 6.2825773e+01 2.4187182e+00 3.0069159e-02 -4.3636996e+00 1.3992111e-09 2.7497935e-07 -1.2852872e-08
2631 6.2760833e+01 2.4084552e+00 3.0042080e-02 -4.3588319e+00 1.3983493e-09 2.7465907e-07 -1.2708966e-08
2632 6.2695768e+01 2.3981733e+00 3.0015043e-02 -4.3535670e+00 1.3974877e-09 2.7433152e-07 -1.2564276e-08
2633 6.2630603e+01 2.3878624e+00 2.9988048e-02 -4.3479039e+00 1.3966273e-09 2.7399691e-07 -1.2418829e-08
2634 6.2565216e+01 2.3775347e+00 2.9961094e-02 -4.3418410e+00 1.3957675e-09 2.7365513e-07 -1.2272637e-08
2635 6.2499779e+01 2.3671950e+00 2.9934181e-02 -4.3353841e+00 1.3949091e-09 2.7330640e-07 -1.2125724e-08
2636 6.2434095e+01 2.3568407e+00 2.9907308e-02 -4.3285388e+00 1.3940510e-09 2.7295054e-07 -1.1978102e-08
2637 6.2368264e+01 2.3464765e+00 2.9880474e-02 -4.3213105e+00 1.3931940e-09 2.7258772e-07 -1.1829794e-08
2638 6.2302159e+01 2.3360997e+00 2.9853679e-02 -4.3136898e+00 1.3923379e-09 2.7221798e-07 -1.1680818e-08
2639 6.2235879e+01 2.3257227e+00 2.9826923e-02 -4.3056891e+00 1.3914827e-09 2.7184127e-07 -1.1531190e-08
2640 6.2169225e+01 2.3153352e+00 2.9800205e-02 -4.2973059e+00 1.3906280e-09 2.7145765e-07 -1.1380927e-08
2641 6.2102366e+01 2.3049496e+00 2.9773525e-02 -4.2885377e+00 1.3897745e-09 2.7106723e-07 -1.1230053e-08
2642 6.2035104e+01 2.2945633e+00 2.9746882e-02 -4.2793891e+00 1.3889218e-09 2.7066996e-07 -1.1078581e-08
2643 6.1967533e+01 2.2841735e+00 2.9720277e-02 -4.2698646e+00 1.3880700e-09 2.7026593e-07 -1.0926533e-08
2644 6.1899526e+01 2.2737926e+00 2.9693707e-02 -4.2599685e+00 1.3872187e-09 2.6985509e-07 -1.0773922e-08
2645 6.1831105e+01 2.2634180e+00 2.9667174e-02 -4.2496976e+00 1.3863686e-09 2.6943755e-07 -1.0620771e-08
2646 6.1762289e+01 2.2530471e+00 2.9640677e-02 -4.2390633e+00 1.3855194e-09 2.6901336e-07 -1.0467099e-08
2647 6.1693099e+01 2.2426922e+00 2.9614215e-02 -4.2280621e+00 1.3846710e-09 2.6858249e-07 -1.0312920e-08
2648 6.1623332e+01 2.2323507e+00 2.9587788e-02 -4.2167051e+00 1.3838234e-09 2.6814503e-07 -1.0158256e-08
2649 6.1553155e+01 2.2220274e+00 2.9561396e-02 -4.2049885e+00 1.3829767e-09 2.6770095e-07 -1.0003122e-08
2650 6.1482439e+01 2.2117200e+00 2.9535038e-02 -4.1929232e+00 1.3821308e-09 2.6725036e-07 -9.8475396e-09
2651 6.1411276e+01 2.2014333e+00 2.9508714e-02 -4.1805051e+00 1.3812855e-09 2.6679319e-07 -9.6915229e-09
2652 6.1339462e+01 2.1911722e+00 2.9482424e-02 -4.1677448e+00 1.3804413e-09 2.6632960e-07 -9.5350939e-09
2653 6.1267089e+01 2.1809343e+00 2.9456167e-02 -4.1546379e+00 1.3795980e-09 2.6585966e-07 -9.3782713e-09
2654 6.1194099e+01 2.1707171e+00 2.9429944e-02 -4.1411873e+00 1.3787555e-09 2.6538337e-07 -9.2210712e-09
2655 6.1120512e+01 2.1605330e+00 2.9403752e-02 -4.1274107e+00 1.3779138e-09 2.6490085e-07 -9.0635142e-09
2656 6.1046267e+01 2.1503795e+00 2.9377593e-02 -4.1132884e+00 1.3770727e-09 2.6441209e-07 -8.9056158e-09
2657 6.0971309e+01 2.1402544e+00 2.9351466e-02 -4.0988454e+00 1.3762327e-09 2.6391723e-07 -8.7473976e-09
2658 6.0895653e+01 2.1301701e+00 2.9325370e-02 -4.0840690e+00 1.3753936e-09 2.6341635e-07 -8.5888780e-09
2659 6.0819314e+01 2.1201167e+00 2.9299306e-02 -4.0689840e+00 1.3745553e-09 2.6290944e-07 -8.4300735e-09
2660 6.0742234e+01 2.1101069e+00 2.9273272e-02 -4.0535775e+00 1.3737178e-09 2.6239665e-07 -8.2710046e-09
2661 6.0664503e+01 2.1001383e+00 2.9247269e-02 -4.0378741e+00 1.3728812e-09 2.6187796e-07 -8.1116878e-09
2662 6.0585986e+01 2.0902087e+00 2.9221295e-02 -4.0218606e+00 1.3720450e-09 2.6135344e-07 -7.9521416e-09
2663 6.0506773e+01 2.0803307e+00 2.9195351e-02 -4.0055614e+00 1.3712101e-09 2.6082326e-07 -7.7923874e-09
2664 6.0426877e+01 2.0704945e+00 2.9169437e-02 -3.9889705e+00 1.3703759e-09 2.6028739e-07 -7.6324408e-09
2665 6.0346164e+01 2.0607130e+00 2.9143551e-02 -3.9721046e+00 1.3695426e-09 2.5974595e-07 -7.4723223e-09
2666 6.0264647e+01 2.0509839e+00 2.9117693e-02 -3.9549503e+00 1.3687101e-09 2.5919895e-07 -7.3120483e-09
2667 6.0182415e+01 2.0413050e+00 2.9091863e-02 -3.9375313e+00 1.3678781e-09 2.5864646e-07 -7.1516376e-09
2668 6.0099405e+01 2.0316818e+00 2.9066060e-02 -3.9198414e+00 1.3670473e-09 2.5808862e-07 -6.9911112e-09
2669 6.0015555e+01 2.0221196e+00 2.9040285e-02 -3.9018968e+00 1.3662173e-09 2.5752542e-07 -6.8304849e-09
2670 5.9930879e+01 2.0126089e+00 2.9014535e-02 -3.8836837e+00 1.3653881e-09 2.5695699e-07 -6.6697789e-09
2671 5.9845387e+01 2.0031625e+00 2.8988812e-02 -3.8652254e+00 1.3645598e-09 2.5638332e-07 -6.5090102e-09
2672 5.9759092e+01 1.9937786e+00 2.8963114e-02 -3.8465155e+00 1.3637322e-09 2.5580454e-07 -6.3481988e-09
2673 5.9671930e+01 1.9844551e+00 2.8937441e-02 -3.8275697e+00 1.3629052e-09 2.5522063e-07 -6.1873609e-09
2674 5.9583912e+01 1.9751976e+00 2.8911792e-02 -3.8083963e+00 1.3620793e-09 2.5463175e-07 -6.0265172e-09
2675 5.9495049e+01 1.9660042e+00 2.8886167e-02 -3.7889885e+00 1.3612542e-09 2.5403795e-07 -5.8656862e-09
2676 5.9405350e+01 1.9568731e+00 2.8860566e-02 -3.7693618e+00 1.3604299e-09 2.5343926e-07 -5.7048850e-09
2677 5.9314751e+01 1.9478248e+00 2.8834987e-02 -3.7495243e+00 1.3596065e-09 2.5283578e-07 -5.5441335e-09
2678 5.9223335e+01 1.9388352e+00 2.8809430e-02 -3.7294764e+00 1.3587838e-09 2.5222753e-07 -5.3834487e-09
2679 5.9131111e+01 1.9299250e+00 2.8783896e-02 -3.7092334e+00 1.3579620e-09 2.5161464e-07 -5.2228506e-09
2680 5.9037938e+01 1.9210924e+00 2.8758382e-02 -3.6887957e+00 1.3571406e-09 2.5099707e-07 -5.0623557e-09
2681 5.8943974e+01 1.9123283e+00 2.8732889e-02 -3.6681637e+00 1.3563204e-09 2.5037499e-07 -4.9019843e-09
2682 5.8849076e+01 1.9036460e+00 2.8707416e-02 -3.6473525e+00 1.3555010e-09 2.4974845e-07 -4.7417550e-09
2683 5.8753252e+01 1.8950366e+00 2.8681963e-02 -3.6263696e+00 1.3546821e-09 2.4911745e-07 -4.5816845e-09
2684 5.8656582e+01 1.8865059e+00 2.8656528e-02 -3.6052154e+00 1.3538643e-09 2.4848212e-07 -4.4217930e-09
2685 5.8558998e+01 1.8780598e+00 2.8631112e-02 -3.5838899e+00 1.3530474e-09 2.4784254e-07 -4.2620989e-09
2686 5.8460505e+01 1.8696970e+00 2.8605714e-02 -3.5624154e+00 1.3522312e-09 2.4719872e-07 -4.1026197e-09
2687 5.8361183e+01 1.8614160e+00 2.8580334e-02 -3.5407920e+00 1.3514158e-09 2.4655077e-07 -3.9433749e-09
2688 5.8260886e+01 1.8532155e+00 2.8554971e-02 -3.5190272e+00 1.3506013e-09 2.4589871e-07 -3.7843821e-09
2689 5.8159767e+01 1.8451016e+00 2.8529624e-02 -3.4971209e+00 1.3497875e-09 2.4524265e-07 -3.6256605e-09
2690 5.8057755e+01 1.8370803e+00 2.8504293e-02 -3.4750954e+00 1.3489742e-09 2.4458258e-07 -3.4672275e-09
2691 5.7954926e+01 1.8291432e+00 2.8478977e-02 -3.4529505e+00 1.3481621e-09 2.4391866e-07 -3.3091028e-09
2692 5.7851209e+01 1.8212964e+00 2.8453677e-02 -3.4306935e+00 1.3473507e-09 2.4325094e-07 -3.1513049e-09
2693 5.7746604e+01 1.8135387e+00 2.8428391e-02 -3.4083319e+00 1.3465401e-09 2.4257943e-07 -2.9938514e-09
2694 5.7641186e+01 1.8058765e+00 2.8403120e-02 -3.3858728e+00 1.3457304e-09 2.4190426e-07 -2.8367616e-09
2695 5.7534882e+01 1.7983013e+00 2.8377862e-02 -3.3633235e+00 1.3449214e-09 2.4122544e-07 -2.6800534e-09
2696 5.7427691e+01 1.7908195e+00 2.8352618e-02 -3.3406838e+00 1.3441129e-09 2.4054302e-07 -2.5237451e-09
2697 5.7319685e+01 1.7834376e+00 2.8327388e-02 -3.3179610e+00 1.3433058e-09 2.3985720e-07 -2.3678566e-09
2698 5.7210790e+01 1.7761472e+00 2.8302170e-02 -3.2951698e+00 1.3424989e-09 2.3916786e-07 -2.2124046e-09
2699 5.7101076e+01 1.7689474e+00 2.8276964e-02 -3.2723100e+00 1.3416931e-09 2.3847522e-07 -2.0574089e-09
2700 5.6990392e+01 1.7618449e+00 2.8251771e-02 -3.2493887e+00 1.3408880e-09 2.3777925e-07 -1.9028873e-09
2701 5.6878958e+01 1.7548388e+00 2.8226589e-02 -3.2264134e+00 1.3400835e-09 2.3708002e-07 -1.7488571e-09
2702 5.6766547e+01 1.7479283e+00 2.8201420e-02 -3.2033910e+00 1.3392800e-09 2.3637769e-07 -1.5953320e-09
2703 5.6653377e+01 1.7411202e+00 2.8176261e-02 -3.1803291e+00 1.3384777e-09 2.3567229e-07 -1.4423236e-09
2704 5.6539294e+01 1.7344064e+00 2.8151114e-02 -3.1572273e+00 1.3376755e-09 2.3496378e-07 -1.2898429e-09
2705 5.6424366e+01 1.7277937e+00 2.8125978e-02 -3.1341078e+00 1.3368744e-09 2.3425235e-07 -1.1379026e-09
2706 5.6308513e+01 1.7212741e+00 2.8100853e-02 -3.1109557e+00 1.3360741e-09 2.3353806e-07 -9.8651445e-10
2707 5.6191877e+01 1.7148619e+00 2.8075739e-02 -3.0877930e+00 1.3352746e-09 2.3282092e-07 -8.3569000e-10
2708 5.6074376e+01 1.7085491e+00 2.8050635e-02 -3.0646272e+00 1.3344758e-09 2.3210107e-07 -6.8544132e-10
2709 5.5956076e+01 1.7023280e+00 2.8025542e-02 -3.0414508e+00 1.3336778e-09 2.3137851e-07 -5.3578008e-10
2710 5.5836894e+01 1.6962130e+00 2.8000459e-02 -3.0182859e+00 1.3328803e-09 2.3065332e-07 -3.8671817e-10
2711 5.5716896e+01 1.6902036e+00 2.7975387e-02 -2.9951253e+00 1.3320839e-09 2.2992564e-07 -2.3826758e-10
2712 5.5596146e+01 1.6842848e+00 2.7950325e-02 -2.9719912e+00 1.3312883e-09 2.2919547e-07 -9.0439994e-11
2713 5.5474485e+01 1.6784712e+00 2.7925273e-02 -2.9488763e+00 1.3304934e-09 2.2846292e-07 5.6752692e-11
2714 5.5352127e+01 1.6727625e+00 2.7900231e-02 -2.9257881e+00 1.3296993e-09 2.2772802e-07 2.0329865e-10
2715 5.5228911e+01 1.6671586e+00 2.7875200e-02 -2.9027416e+00 1.3289060e-09 2.2699089e-07 3.4918606e-10
2716 5.5104901e+01 1.6616444e+00 2.7850179e-02 -2.8797371e+00 1.3281134e-09 2.2625153e-07 4.9440302e-10
2717 5.4980084e+01 1.6562422e+00 2.7825168e-02 -2.8567748e+00 1.3273217e-09 2.2551009e-07 6.3893780e-10
2718 5.4854449e+01 1.6509370e+00 2.7800167e-02 -2.8338625e+00 1.3265303e-09 2.2476653e-07 7.8277831e-10
2719 5.4728057e+01 1.6457290e+00 2.7775176e-02 -2.8110153e+00 1.3257401e-09 2.2402102e-07 9.2591295e-10
2720 5.4600821e+01 1.6406254e+00 2.7750196e-02 -2.7882263e+00 1.3249506e-09 2.2327362e-07 1.0683299e-09
2721 5.4472803e+01 1.6356192e+00 2.7725226e-02 -2.7655109e+00 1.3241619e-09 2.2252435e-07 1.2100172e-09
2722 5.4344061e+01 1.6307176e+00 2.7700267e-02 -2.7428695e+00 1.3233740e-09 2.2177334e-07 1.3509631e-09
2723 5.4214584e+01 1.6259137e+00 2.7675318e-02 -2.7203101e+00 1.3225865e-09 2.2102056e-07 1.4911554e-09
2724 5.4084431e+01 1.6212149e+00 2.7650379e-02 -2.6978410e+00 1.3218000e-09 2.2026618e-07 1.6305827e-09
2725 5.3953513e+01 1.6166141e+00 2.7625451e-02 -2.6754629e+00 1.3210144e-09 2.1951025e-07 1.7692332e-09
2726 5.3821964e+01 1.6121116e+00 2.7600534e-02 -2.6531839e+00 1.3202295e-09 2.1875280e-07 1.9070947e-09
2727 5.3689769e+01 1.6077079e+00 2.7575627e-02 -2.6310198e+00 1.3194453e-09 2.1799395e-07 2.0441558e-09
2728 5.3556913e+01 1.6034031e+00 2.7550731e-02 -2.6089568e+00 1.3186620e-09 2.1723371e-07 2.1804041e-09
2729 5.3423454e+01 1.5991979e+00 2.7525846e-02 -2.5870182e+00 1.3178793e-09 2.1647221e-07 2.3158284e-09
2730 5.3289378e+01 1.5950927e+00 2.7500971e-02 -2.5652050e+00 1.3170975e-09 2.1570947e-07 2.4504162e-09
2731 5.3154667e+01 1.5910879e+00 2.7476108e-02 -2.5435111e+00 1.3163164e-09 2.1494560e-07 2.5841562e-09
2732 5.3019381e+01 1.5871768e+00 2.7451255e-02 -2.5219527e+00 1.3155360e-09 2.1418062e-07 2.7170361e-09
2733 5.2883503e+01 1.5833599e+00 2.7426414e-02 -2.5005310e+00 1.3147561e-09 2.1341461e-07 2.8490439e-09
2734 5.2747016e+01 1.5796452e+00 2.7401583e-02 -2.4792551e+00 1.3139772e-09 2.1264770e-07 2.9801689e-09
2735 5.2609978e+01 1.5760187e+00 2.7376764e-02 -2.4581190e+00 1.3131991e-09 2.1187990e-07 3.1103981e-09
2736 5.2472373e+01 1.5724958e+00 2.7351955e-02 -2.4371392e+00 1.3124218e-09 2.1111131e-07 3.2397204e-09
2737 5.2334258e+01 1.5690624e+00 2.7327158e-02 -2.4163175e+00 1.3116452e-09 2.1034197e-07 3.3681233e-09
2738 5.2195616e+01 1.5657194e+00 2.7302372e-02 -2.3956557e+00 1.3108693e-09 2.0957199e-07 3.4955957e-09
2739 5.2056503e+01 1.5624676e+00 2.7277597e-02 -2.3751558e+00 1.3100942e-09 2.0880139e-07 3.6221249e-09
2740 5.1916903e+01 1.5593153e+00 2.7252834e-02 -2.3548347e+00 1.3093196e-09 2.0803023e-07 3.7476991e-09
2741 5.1776872e+01 1.5562484e+00 2.7228082e-02 -2.3346796e+00 1.3085462e-09 2.0725870e-07 3.8723081e-09
2742 5.1636319e+01 1.5532754e+00 2.7203341e-02 -2.3147076e+00 1.3077731e-09 2.0648670e-07 3.9959376e-09
2743 5.1495373e+01 1.5503973e+00 2.7178611e-02 -2.2949212e+00 1.3070009e-09 2.0571443e-07 4.1185778e-09
2744 5.1354018e+01 1.5476002e+00 2.7153892e-02 -2.2753227e+00 1.3062295e-09 2.0494189e-07 4.2402156e-09
2745 5.1212234e+01 1.5448925e+00 2.7129185e-02 -2.2559074e+00 1.3054589e-09 2.0416920e-07 4.3608401e-09
2746 5.1070079e+01 1.5422753e+00 2.7104489e-02 -2.2367001e+00 1.3046890e-09 2.0339637e-07 4.4804384e-09
2747 5.0927533e+01 1.5397350e+00 2.7079805e-02 -2.2176813e+00 1.3039198e-09 2.0262352e-07 4.5989999e-09
2748 5.0784579e+01 1.5372874e+00 2.7055131e-02 -2.1988689e+00 1.3031513e-09 2.0185068e-07 4.7165114e-09
2749 5.0641271e+01 1.5349263e+00 2.7030470e-02 -2.1802659e+00 1.3023833e-09 2.0107792e-07 4.8329612e-09
2750 5.0497666e+01 1.5326456e+00 2.7005819e-02 -2.1618753e+00 1.3016164e-09 2.0030537e-07 4.9483391e-09
2751 5.0353670e+01 1.5304389e+00 2.6981180e-02 -2.1436930e+00 1.3008504e-09 1.9953307e-07 5.0626341e-09
2752 5.0209488e+01 1.5283225e+00 2.6956552e-02 -2.1257297e+00 1.3000846e-09 1.9876101e-07 5.1758380e-09
2753 5.0065024e+01 1.5262827e+00 2.6931936e-02 -2.1079889e+00 1.2993198e-09 1.9798931e-07 5.2879489e-09
2754 4.9920261e+01 1.5243209e+00 2.6907331e-02 -2.0904742e+00 1.2985558e-09 1.9721806e-07 5.3989625e-09
2755 4.9775326e+01 1.5224458e+00 2.6882737e-02 -2.0731892e+00 1.2977925e-09 1.9644725e-07 5.5088731e-09
2756 4.9630201e+01 1.5206365e+00 2.6858155e-02 -2.0561303e+00 1.2970299e-09 1.9567699e-07 5.6176775e-09
2757 4.9484940e+01 1.5189093e+00 2.6833585e-02 -2.0393088e+00 1.2962680e-09 1.9490729e-07 5.7253702e-09
2758 4.9339448e+01 1.5172507e+00 2.6809027e-02 -2.0227215e+00 1.2955066e-09 1.9413822e-07 5.8319467e-09
2759 4.9193779e+01 1.5156697e+00 2.6784480e-02 -2.0063798e+00 1.2947465e-09 1.9336991e-07 5.9374054e-09
2760 4.9047988e+01 1.5141601e+00 2.6759945e-02 -1.9902733e+00 1.2939868e-09 1.9260234e-07 6.0417391e-09
2761 4.8902055e+01 1.5127162e+00 2.6735421e-02 -1.9744137e+00 1.2932276e-09 1.9183555e-07 6.1449427e-09
2762 4.8755959e+01 1.5113469e+00 2.6710910e-02 -1.9587983e+00 1.2924694e-09 1.9106965e-07 6.2470141e-09
2763 4.8609827e+01 1.5100463e+00 2.6686411e-02 -1.9434391e+00 1.2917119e-09 1.9030471e-07 6.3479487e-09
2764 4.8463565e+01 1.5088085e+00 2.6661924e-02 -1.9283260e+00 1.2909551e-09 1.8954074e-07 6.4477409e-09
2765 4.8317226e+01 1.5076350e+00 2.6637450e-02 -1.9134715e+00 1.2901990e-09 1.8877785e-07 6.5463876e-09
2766 4.8170864e+01 1.5065276e+00 2.6612988e-02 -1.8988657e+00 1.2894437e-09 1.8801604e-07 6.6438830e-09
2767 4.8024457e+01 1.5054879e+00 2.6588539e-02 -1.8845138e+00 1.2886888e-09 1.8725537e-07 6.7402226e-09
2768 4.7878059e+01 1.5045025e+00 2.6564102e-02 -1.8704286e+00 1.2879349e-09 1.8649598e-07 6.8354046e-09
2769 4.7731649e+01 1.5035807e+00 2.6539679e-02 -1.8566007e+00 1.2871817e-09 1.8573784e-07 6.9294220e-09
2770 4.7585279e+01 1.5027166e+00 2.6515269e-02 -1.8430281e+00 1.2864295e-09 1.8498109e-07 7.0222731e-09
2771 4.7438928e+01 1.5019120e+00 2.6490872e-02 -1.8297241e+00 1.2856775e-09 1.8422568e-07 7.1139492e-09
2772 4.7292650e+01 1.5011611e+00 2.6466489e-02 -1.8166797e+00 1.2849265e-09 1.8347176e-07 7.2044501e-09
2773 4.7146422e+01 1.5004657e+00 2.6442120e-02 -1.8039007e+00 1.2841761e-09 1.8271934e-07 7.2937690e-09
2774 4.7000298e+01 1.4998201e+00 2.6417765e-02 -1.7913858e+00 1.2834266e-09 1.8196852e-07 7.3819032e-09
2775 4.6854256e+01 1.4992260e+00 2.6393425e-02 -1.7791339e+00 1.2826777e-09 1.8121930e-07 7.4688465e-09
2776 4.6708275e+01 1.4986852e+00 2.6369099e-02 -1.7671587e+00 1.2819295e-09 1.8047180e-07 7.5545963e-09
2777 4.6562408e+01 1.4981921e+00 2.6344788e-02 -1.7554444e+00 1.2811820e-09 1.7972603e-07 7.6391465e-09
2778 4.6416781e+01 1.4977485e+00 2.6320493e-02 -1.7440051e+00 1.2804350e-09 1.7898204e-07 7.7224927e-09
2779 4.6271226e+01 1.4973486e+00 2.6296213e-02 -1.7328252e+00 1.2796892e-09 1.7823997e-07 7.8046342e-09
2780 4.6125869e+01 1.4969944e+00 2.6271949e-02 -1.7219189e+00 1.2789436e-09 1.7749977e-07 7.8855610e-09
2781 4.5980763e+01 1.4966803e+00 2.6247701e-02 -1.7112785e+00 1.2781993e-09 1.7676161e-07 7.9652744e-09
2782 4.5835888e+01 1.4964079e+00 2.6223469e-02 -1.7009036e+00 1.2774554e-09 1.7602547e-07 8.0437662e-09
2783 4.5691222e+01 1.4961793e+00 2.6199255e-02 -1.6908015e+00 1.2767119e-09 1.7529138e-07 8.1210310e-09
2784 4.5546894e+01 1.4959814e+00 2.6175057e-02 -1.6809691e+00 1.2759694e-09 1.7455947e-07 8.1970675e-09
2785 4.5402807e+01 1.4958309e+00 2.6150877e-02 -1.6714013e+00 1.2752276e-09 1.7382980e-07 8.2718711e-09
2786 4.5258942e+01 1.4957073e+00 2.6126715e-02 -1.6621013e+00 1.2744865e-09 1.7310237e-07 8.3454356e-09
2787 4.5115501e+01 1.4956274e+00 2.6102571e-02 -1.6530686e+00 1.2737461e-09 1.7237729e-07 8.4177586e-09
2788 4.4972315e+01 1.4955708e+00 2.6078446e-02 -1.6443037e+00 1.2730064e-09 1.7165459e-07 8.4888336e-09
2789 4.4829438e+01 1.4955541e+00 2.6054339e-02 -1.6358057e+00 1.2722674e-09 1.7093434e-07 8.5586584e-09
2790 4.4686925e+01 1.4955570e+00 2.6030252e-02 -1.6275745e+00 1.2715289e-09 1.7021656e-07 8.6272254e-09
2791 4.4544830e+01 1.4955962e+00 2.6006184e-02 -1.6196101e+00 1.2707916e-09 1.6950141e-07 8.6945355e-09
2792 4.4403060e+01 1.4956587e+00 2.5982136e-02 -1.6119106e+00 1.2700547e-09 1.6878883e-07 8.7605791e-09
2793 4.4261669e+01 1.4957464e+00 2.5958109e-02 -1.6044754e+00 1.2693182e-09 1.6807891e-07 8.8253528e-09
2794 4.4120713e+01 1.4958611e+00 2.5934102e-02 -1.5973028e+00 1.2685827e-09 1.6737177e-07 8.8888554e-09
2795 4.3980174e+01 1.4959899e+00 2.5910115e-02 -1.5903926e+00 1.2678480e-09 1.6666740e-07 8.9510794e-09
2796 4.3840106e+01 1.4961495e+00 2.5886151e-02 -1.5837431e+00 1.2671139e-09 1.6596591e-07 9.0120225e-09
2797 4.3700418e+01 1.4963194e+00 2.5862207e-02 -1.5773545e+00 1.2663805e-09 1.6526730e-07 9.0716781e-09
2798 4.3561166e+01 1.4965164e+00 2.5838286e-02 -1.5712253e+00 1.2656478e-09 1.6457169e-07 9.1300442e-09
2799 4.3422481e+01 1.4967201e+00 2.5814387e-02 -1.5653522e+00 1.2649158e-09 1.6387908e-07 9.1871141e-09
2800 4.3284197e+01 1.4969471e+00 2.5790510e-02 -1.5597354e+00 1.2641845e-09 1.6318958e-07 9.2428855e-09
2801 4.3146445e+01 1.4971845e+00 2.5766657e-02 -1.5543732e+00 1.2634538e-09 1.6250319e-07 9.2973539e-09
2802 4.3009283e+01 1.4974266e+00 2.5742826e-02 -1.5492633e+00 1.2627239e-09 1.6181999e-07 9.3505262e-09
2803 4.2872546e+01 1.4976902e+00 2.5719019e-02 -1.5444048e+00 1.2619944e-09 1.6113996e-07 9.4024058e-09
2804 4.2736366e+01 1.4979548e+00 2.5695236e-02 -1.5397962e+00 1.2612661e-09 1.6046320e-07 9.4530050e-09
2805 4.2600802e+01 1.4982296e+00 2.5671477e-02 -1.5354362e+00 1.2605383e-09 1.5978966e-07 9.5023249e-09
2806 4.2465689e+01 1.4985165e+00 2.5647742e-02 -1.5313229e+00 1.2598111e-09 1.5911942e-07 9.5503755e-09
2807 4.2331235e+01 1.4988024e+00 2.5624031e-02 -1.5274550e+00 1.2590843e-09 1.5845245e-07 9.5971602e-09
2808 4.2197351e+01 1.4990890e+00 2.5600346e-02 -1.5238309e+00 1.2583585e-09 1.5778882e-07 9.6426889e-09
2809 4.2064022e+01 1.4993782e+00 2.5576686e-02 -1.5204488e+00 1.2576334e-09 1.5712858e-07 9.6869685e-09
2810 4.1931309e+01 1.4996643e+00 2.5553051e-02 -1.5173072e+00 1.2569090e-09 1.5647171e-07 9.7300033e-09
2811 4.1799122e+01 1.4999490e+00 2.5529441e-02 -1.5144053e+00 1.2561852e-09 1.5581826e-07 9.7718024e-09
2812 4.1667671e+01 1.5002340e+00 2.5505858e-02 -1.5117402e+00 1.2554621e-09 1.5516825e-07 9.8123700e-09
2813 4.1536795e+01 1.5005138e+00 2.5482301e-02 -1.5093077e+00 1.2547398e-09 1.5452172e-07 9.8517153e-09
2814 4.1406554e+01 1.5007825e+00 2.5458770e-02 -1.5071059e+00 1.2540180e-09 1.5387866e-07 9.8898426e-09
2815 4.1277010e+01 1.5010493e+00 2.5435265e-02 -1.5051298e+00 1.2532970e-09 1.5323915e-07 9.9267609e-09
2816 4.1148076e+01 1.5013085e+00 2.5411788e-02 -1.5033784e+00 1.2525767e-09 1.5260318e-07 9.9624745e-09
2817 4.1019889e+01 1.5015542e+00 2.5388337e-02 -1.5018472e+00 1.2518570e-09 1.5197079e-07 9.9969926e-09
2818 4.0892363e+01 1.5017955e+00 2.5364913e-02 -1.5005337e+00 1.2511380e-09 1.5134200e-07 1.0030319e-08
2819 4.0765635e+01 1.5020193e+00 2.5341517e-02 -1.4994357e+00 1.2504197e-09 1.5071685e-07 1.0062464e-08
2820 4.0639546e+01 1.5022345e+00 2.5318149e-02 -1.4985495e+00 1.2497018e-09 1.5009533e-07 1.0093429e-08
2821 4.0514158e+01 1.5024353e+00 2.5294808e-02 -1.4978723e+00 1.2489848e-09 1.4947751e-07 1.0123226e-08
2822 4.0389536e+01 1.5026234e+00 2.5271495e-02 -1.4974013e+00 1.2482685e-09 1.4886342e-07 1.0151861e-08
2823 4.0265596e+01 1.5027928e+00 2.5248210e-02 -1.4971345e+00 1.2475529e-09 1.4825305e-07 1.0179338e-08
2824 4.0142475e+01 1.5029450e+00 2.5224954e-02 -1.4970686e+00 1.2468379e-09 1.4764647e-07 1.0205666e-08
2825 4.0020016e+01 1.5030816e+00 2.5201726e-02 -1.4972003e+00 1.2461236e-09 1.4704367e-07 1.0230849e-08
2826 3.9898359e+01 1.5031892e+00 2.5178527e-02 -1.4975278e+00 1.2454100e-09 1.4644471e-07 1.0254898e-08
2827 3.9777494e+01 1.5032842e+00 2.5155356e-02 -1.4980451e+00 1.2446974e-09 1.4584961e-07 1.0277817e-08
2828 3.9657338e+01 1.5033531e+00 2.5132215e-02 -1.4987497e+00 1.2439848e-09 1.4525834e-07 1.0299610e-08
2829 3.9537958e+01 1.5033973e+00 2.5109103e-02 -1.4996386e+00 1.2432732e-09 1.4467099e-07 1.0320288e-08
2830 3.9419345e+01 1.5034258e+00 2.5086020e-02 -1.5007067e+00 1.2425623e-09 1.4408758e-07 1.0339857e-08
2831 3.9301567e+01 1.5034249e+00 2.5062967e-02 -1.5019510e+00 1.2418520e-09 1.4350812e-07 1.0358322e-08
2832 3.9184615e+01 1.5033962e+00 2.5039943e-02 -1.5033686e+00 1.2411424e-09 1.4293266e-07 1.0375691e-08
